,id,price,address,type,bed,bath,area
237,listing_1375174,"$7,904,000",200 E 95th Street #28B,Condo,4 beds,4.5 baths,"2,688 ft??"
238,listing_1375172,"$1,569,000",252 South Street #57H,Condo,1 bed,1 bath,679 ft??
239,listing_1375171,"$1,216,000",252 South Street #12F,Condo,1 bed,1 bath,695 ft??
240,listing_1375170,"$1,434,000",252 South Street #12B,Condo,1 bed,1 bath,696 ft??
241,listing_1375169,"$6,077,000",200 E 95th Street #9B,Condo,4 beds,4.5 baths,"2,735 ft??"
242,listing_1375167,"$1,610,000",252 South Street #34N,Condo,1 bed,1 bath,723 ft??
243,listing_1375168,"$1,630,000",252 South Street #72G,Condo,1 bed,1 bath,688 ft??
244,listing_1375166,"$1,352,000",252 South Street #22K,Condo,1 bed,1 bath,695 ft??
245,listing_1375164,"$2,000,000",130 West 30th Street #2A,Condo,1 bed,2 baths,"1,661 ft??"
246,listing_1375163,"$525,000",325 East 41st Street #504,Co-op,1 bed,1 bath,
247,listing_1347110_featured,"$3,375,000",460 East 79th Street #17AB,Condo,4 beds,4 baths,"2,700 ft??"
248,listing_1377549_featured,"$4,994,995",160 Leroy Street NORTH8C,Condo,2 beds,2.5 baths,"1,728 ft??"
249,listing_1375158,"$950,000",160 East 65th Street #11E,Co-op,1 bed,1.5 baths,"1,000 ft??"
250,listing_1375155,"$1,300,000",58 West 58th Street #33B,Condo,1 bed,1 bath,
251,listing_1375154,"$995,000",115 East 9th Street #18D,Co-op,1 bed,1 bath,
252,listing_1375150,"$7,950,000",1301 Third Avenue ,Multi-family,8 beds,8 baths,
253,listing_1375142,"$4,872,000",200 E 95th Street #26C,Condo,3 beds,3 baths,"1,959 ft??"
254,listing_1375141,"$3,761,000",200 E 95th Street #6G,Condo,3 beds,3 baths,"1,871 ft??"
255,listing_1375134,"$820,000",540 West 49th Street #302S,Condo,,1 bath,521 ft??
256,listing_1375129,"$2,350,000",160 Central Park South #30007,Condo,1 bed,1 bath,904 ft??
257,listing_1375125,"$3,299,000",60 Riverside Boulevard #1112,Condo,3 beds,3.5 baths,"2,075 ft??"
258,listing_1375111,"$1,600,000",250 East 87th Street #3AJ,Co-op,4 beds,2 baths,"1,625 ft??"
259,listing_1375107,"$5,350,000",211 West 14th Street #TH,Condo,3 beds,3.5 baths,"2,081 ft??"
260,listing_1337483_featured,"$1,595,000",201 East 36th Street #19B,Condo,2 beds,2 baths,"1,339 ft??"
261,listing_1366481_featured,"$26,500,000",111 West 57th Street #53,Condo,3 beds,3.5 baths,"4,182 ft??"
262,listing_1375100,"$3,500,000",1 Gracie Square #8W,Co-op,3 beds,2 baths,
263,listing_1375098,"$1,995,000",546 West 148th Street ,Multi-family,5 beds,4 baths,"3,536 ft??"
264,listing_1375090,"$899,000",296 East 2nd Street #3F,Condo,1 bed,1 bath,797 ft??
265,listing_1375089,"$2,495,000",860 Fifth Avenue #6C,Co-op,2 beds,3 baths,
266,listing_1375087,"$2,295,000",318 West 47th Street #2,Condo,2 beds,2 baths,"1,313 ft??"
267,listing_1375086,"$2,195,000",1170 Fifth Avenue #11C,Co-op,3 beds,3 baths,
268,listing_1375084,"$9,999,000",260 West Broadway #1/2C,Condo,5 beds,6 baths,"8,100 ft??"
269,listing_1375083,"$2,995,000",220 Riverside Boulevard #24C,Condo,3 beds,3 baths,"1,833 ft??"
270,listing_1375082,"$1,108,888",516 West 47th Street #N4A,Condo,2 beds,2 baths,
271,listing_1375073,"$17,500,000",960 Fifth Avenue #MAISB,Co-op,3 beds,3.5 baths,
272,listing_1375072,"$6,995,000",15 East 91st Street #9A,Co-op,4 beds,4 baths,
273,listing_1337735_featured,"$4,900,000",655 Park Avenue #4D,Co-op,3 beds,2 baths,"2,350 ft??"
274,listing_1361333_featured,"$1,560,000",1325 Fifth Avenue #6C,Condo,3 beds,2 baths,"1,332 ft??"
275,listing_1375070,"$2,250,000",465 Park Avenue #12B,Co-op,2 beds,2.5 baths,
276,listing_1375069,"$5,950,000",150 East 23rd Street #PHA,Condo,3 beds,3.5 baths,"2,382 ft??"
277,listing_1375066,"$4,250,000",150 East 23rd Street #16B,Condo,3 beds,2.5 baths,"2,008 ft??"
278,listing_1375065,"$1,385,000",167 East 82nd Street #3D,Condo,1 bed,1 bath,878 ft??
279,listing_1375064,"$5,450,000",125 East 72nd Street #7D,Co-op,4 beds,4 baths,
280,listing_1375063,"$4,500,000",325 East 82nd Street ,Townhouse,6 beds,2 baths,
281,listing_1375062,"$3,145,000",150 East 23rd Street #11B,Condo,3 beds,3 baths,"1,571 ft??"
282,listing_1375060,"$2,975,000",150 East 23rd Street #3C,Condo,3 beds,3 baths,"1,619 ft??"
283,listing_1375058,"$2,255,000",315 East 65th Street #3JH,Co-op,4 beds,3 baths,
284,listing_1375057,"$3,100,000",150 East 23rd Street #17B,Condo,2 beds,2.5 baths,"1,427 ft??"
285,listing_1375054,"$2,500,000",150 East 23rd Street #9D,Condo,2 beds,2.5 baths,"1,302 ft??"
286,listing_1345665_featured,"$2,999,950",454 West 46th Street #PH7AS,Co-op,2 beds,2 baths,
287,listing_1353850_featured,"$568,000",20 West Street #44F,Condo,,1 bath,
288,listing_1375053,"$575,000",150 West 51st Street #903,Condo,,1 bath,400 ft??
289,listing_1375052,"$2,375,000",150 East 23rd Street #5D,Condo,2 beds,2.5 baths,"1,302 ft??"
290,listing_1375049,"$2,699,000",323 East 116th Street ,Townhouse,6 beds,6+ baths,"4,760 ft??"
291,listing_1375048,"$1,795,000",40 West 77th Street #3A,Co-op,2 beds,2 baths,
292,listing_1375047,"$14,950,000",498 West End Avenue #PH,Condo,5 beds,4.5 baths,"3,646 ft??"
293,listing_1375046,"$1,895,000",215 West 122nd Street #PH,Condo,3 beds,2.5 baths,"1,345 ft??"
294,listing_1375045,"$3,310,000",685 First Avenue #32D,Condo,2 beds,2.5 baths,"1,564 ft??"
295,listing_1375042,"$1,600,000",188 East 64th Street #902,Condo,1 bed,2 baths,920 ft??
296,listing_1375040,"$960,000",322 West 57 #19D,Condo,1 bed,1 bath,583 ft??
297,listing_1375039,"$2,200,000",150 East 23rd Street #2A,Condo,2 beds,2.5 baths,"1,342 ft??"
298,listing_1375038,"$1,845,000",150 East 23rd Street #8B,Condo,2 beds,2 baths,908 ft??
299,listing_1363661_featured,"$5,825,000",269 West 87th Street #15A,Condop,3 beds,3.5 baths,"2,356 ft??"
300,listing_1378772_featured,"$1,199,000",529 W 42nd Street #9RR,Condo,2 beds,1 bath,
301,listing_1375037,"$3,350,000",75 Wall Street #34O,Condo,3 beds,3 baths,"1,914 ft??"
302,listing_1375036,"$3,850,000",1212 Fifth Avenue #5B,Condo,3 beds,3 baths,"1,804 ft??"
303,listing_1375034,"$2,255,000",315 East 65th Street #3HJ,Co-op,4 beds,3 baths,
304,listing_1375033,"$1,100,000",208 E Broadway #J1406,Co-op,2 beds,1 bath,"1,000 ft??"
305,listing_1375032,"$6,600,000",129 Lafayette Street #10A,Condo,3 beds,2.5 baths,"3,008 ft??"
306,listing_1375031,"$1,185,000",150 East 23rd Street #7A,Condo,1 bed,1 bath,702 ft??
307,listing_1375029,"$1,195,000",470 West 24th Street #9J,Co-op,1 bed,1 bath,875 ft??
308,listing_1375027,"$1,110,000",150 East 23rd Street #3A,Condo,1 bed,1 bath,692 ft??
309,listing_1375019,"$4,450,000",39 Vestry Street #3A,Condo,3 beds,2.5 baths,"2,230 ft??"
310,listing_1375013,"$1,680,000",781 Fifth Avenue #1111,Co-op,1 bed,2 baths,
311,listing_1375008,"$1,095,000",150 East 23rd Street #4B,Condo,1 bed,1 bath,646 ft??
312,listing_1367085_featured,"$1,800,000",635 West 42nd Street #28F,Condo,2 beds,2 baths,
313,listing_1360623_featured,"$2,495,000",785 Park Avenue #15A,Co-op,2 beds,2.5 baths,"1,575 ft??"
314,listing_1375003,"$590,000",420 Central Park West #2D,Condo,,1 bath,400 ft??
315,listing_1375000,"$4,315,000",15 Hudson Yards #27G,Condo,2 beds,2.5 baths,"1,464 ft??"
316,listing_1374996,"$1,150,000",340 East 80th Street #15E,Co-op,2 beds,2 baths,
317,listing_1374994,"$750,000",16 West 16th Street #8GN,Co-op,1 bed,1 bath,600 ft??
318,listing_1374990,"$1,700,000",10 West 66th Street #33G,Co-op,1 bed,1.5 baths,850 ft??
319,listing_1374978,"$1,975,000",375 West End Avenue #7A,Co-op,2 beds,2 baths,
320,listing_1374976,"$720,000",345 East 80th Street #18L,Condo,1 bed,1 bath,592 ft??
321,listing_1374975,"$2,950,000",421 W 54th #4D,Condo,3 beds,3 baths,"2,378 ft??"
322,listing_1374972,"$3,995,000",475 Park Avenue #9AB,Co-op,3 beds,4 baths,
323,listing_1374969,"$4,485,000",100 Barclay Street #16L,Condo,3 beds,3 baths,"2,064 ft??"
324,listing_1374967,"$2,495,000",400 East 54th Street #28AH,Condo,2 beds,3 baths,"1,615 ft??"
325,listing_1308587_featured,"$674,000",150 Central Park South #709,Co-op,,1 bath,
326,listing_1340840_featured,"$6,825,000",269 West 87th Street TOWNHOUSE1,Condop,4 beds,4.5 baths,"3,749 ft??"
327,listing_1374964,"$899,000",1810 Third Avenue #B9D,Condo,3 beds,1 bath,847 ft??
328,listing_1374963,"$1,575,000",416 W 52nd Street #725,Condo,2 beds,2 baths,960 ft??
329,listing_1374961,"$1,900,000",137 Riverside Drive #5E,Co-op,2 beds,2 baths,
330,listing_1374951,"$7,995,000",285 Lafayette Street #5E,Condo,2 beds,2 baths,"2,660 ft??"
331,listing_1374948,"$995,000",236 East 47th Street #25B,Condo,1 bed,1 bath,653 ft??
332,listing_1374947,"$50,000,000",520 West 28th Street #PH37,Condo,5 beds,6.5 baths,"6,853 ft??"
333,listing_1374946,"$1,275,000",425 5th Avenue #31A,Condo,2 beds,1 bath,789 ft??
334,listing_1374940,"$10,750,000",443 Greenwich Street #2J,Condo,3 beds,3.5 baths,"2,868 ft??"
335,listing_1374938,"$6,900,000",455 West 20th Street #4W,Condo,3 beds,3 baths,"2,476 ft??"
336,listing_1374937,"$6,900,000",455 West 20th Street #4W,Condo,3 beds,3 baths,"2,476 ft??"
337,listing_1374933,"$995,000",345 West 145th Street #14B23,Co-op,4 beds,2 baths,"1,500 ft??"
338,listing_1363621_featured,"$10,950,000",157 W 57th Street #38F,Condo,3 beds,3.5 baths,"2,416 ft??"
339,listing_1375762_featured,"$515,000",310 West 56th Street #6G,Co-op,,1 bath,
340,listing_1374932,"$11,900,000",111 Central Park North #17ABC,Condo,6 beds,5.5 baths,"5,400 ft??"
341,listing_1374931,"$575,000",150 East 93rd Street #6C,Co-op,1 bed,1 bath,
342,listing_1374930,"$1,750,000",426 West Broadway #3A,Condo,2 beds,1 bath,"1,040 ft??"
343,listing_1374928,"$580,000",64 East 111th Street #101,Co-op,1 bed,1 bath,776 ft??
344,listing_1374922,"$2,595,000",416 W 52nd Street #512,Condo,3 beds,2.5 baths,"1,929 ft??"
345,listing_1374921,"$1,920,000",416 W 52nd Street #506,Condo,2 beds,2 baths,"1,386 ft??"
346,listing_1375408,"$1,500,000",130 Barrow Street #406,Condo,1 bed,1 bath,
347,listing_1374912,"$2,060,000",111 Murray Street #12D,Condo,,1 bath,755 ft??
348,listing_1374911,"$4,395,000",261 West 28th Street #PHB,Condo,3 beds,2.5 baths,
349,listing_1374904,"$1,050,000",120 Riverside Boulevard #14J,Condo,1 bed,1 bath,798 ft??
350,listing_1374900,"$2,495,000",225 West 17th Street #6B,Condo,2 beds,2.5 baths,"1,483 ft??"
351,listing_1374285_featured,"$1,575,000",303 East 33rd Street #11C,Condo,2 beds,1 bath,"1,062 ft??"
352,listing_1368492_featured,"$2,750,000",5 Beekman Street #23A,Condo,2 beds,2.5 baths,"1,625 ft??"
353,listing_1374896,"$11,820,000",15 Hudson Yards #69B,Condo,4 beds,4.5 baths,"3,058 ft??"
354,listing_1374895,"$7,555,000",15 Hudson Yards #66E,Condo,2 beds,2.5 baths,"2,502 ft??"
355,listing_1374894,"$5,070,000",15 Hudson Yards #34A,Condo,2 beds,2.5 baths,"1,778 ft??"
356,listing_1374886,"$900,000",225 Rector Place #8C,Condo,1 bed,1 bath,687 ft??
357,listing_1374876,"$1,995,000",555 West 23rd Street #S14F,Condo,2 beds,2 baths,"1,238 ft??"
358,listing_1374872,"$5,655,000",15 Hudson Yards #77D,Condo,2 beds,2.5 baths,"1,741 ft??"
359,listing_1374871,"$5,875,000",15 Hudson Yards #63D,Condo,2 beds,2.5 baths,"2,020 ft??"
360,listing_1374861,"$499,000",1420 York Avenue #3B,Condo,,1 bath,
361,listing_1374858,"$815,000",457 Fdr Dr #A504,Co-op,2 beds,1 bath,"1,000 ft??"
362,listing_1374855,"$14,750,000",12 East 12th Street #10,Condo,5 beds,4.5 baths,"5,600 ft??"
363,listing_1374848,"$1,575,000",301 West 118th Street #6A,Condo,3 beds,2 baths,"1,337 ft??"
364,listing_1374645_featured,"$4,395,000",30 Warren Street #6C,Condo,3 beds,3.5 baths,"1,915 ft??"
365,listing_1365662_featured,"$4,150,000",200 East 21st Street #19A,Condo,2 beds,2.5 baths,"1,674 ft??"
366,listing_1374858,"$815,000",457 Fdr Dr #A504,Co-op,2 beds,1 bath,"1,000 ft??"
367,listing_1374855,"$14,750,000",12 East 12th Street #10,Condo,5 beds,4.5 baths,"5,600 ft??"
368,listing_1374848,"$1,575,000",301 West 118th Street #6A,Condo,3 beds,2 baths,"1,337 ft??"
369,listing_1374843,"$2,895,000",470 West End Avenue #15B,Co-op,2 beds,2 baths,
370,listing_1374841,"$3,250,000",160 East 22nd Street #11E,Condo,3 beds,2 baths,"1,540 ft??"
371,listing_1374839,"$4,100,000",404 Park Avenue South #12A,Condo,2 beds,2.5 baths,"1,695 ft??"
372,listing_1374835,"$865,000",354 West 23rd Street #3A,Co-op,1 bed,1 bath,
373,listing_1374833,"$1,770,000",24 Fifth Avenue 1623/1624,Co-op,2 beds,2 baths,
374,listing_1374825,"$2,999,000",230 West 78th Street #6A,Condo,3 beds,2.5 baths,
375,listing_1374824,"$1,850,000",25 Sutton Place South #14F,Co-op,2 beds,2 baths,
376,listing_1374822,"$2,395,000",220 West 148th Street #4D,Condo,3 beds,3 baths,"2,700 ft??"
377,listing_1340794_featured,"$580,000",333 East 53rd Street #8A,Co-op,1 bed,1 bath,
378,listing_1159862_featured,"$16,450,000",30 Park Place #PH77B,Condo,3 beds,4.5 baths,"3,173 ft??"
379,listing_1374820,"$750,000",106 Central Park South #6C,Condo,,1 bath,500 ft??
380,listing_1374819,"$3,650,000",404 East 76th Street #16AD,Condo,4 beds,3.5 baths,"2,475 ft??"
381,listing_1374818,"$888,000",20 Pine Street #1417,Condo,,1 bath,888 ft??
382,listing_1374814,"$1,160,000",450 West 17th Street #1606,Condo,,1 bath,531 ft??
383,listing_1374813,"$3,750,000",27 West 67th Street #1FE,Co-op,3 beds,2.5 baths,
384,listing_1374811,"$1,515,000",514 West 110 #10A,Condo,2 beds,2 baths,"1,250 ft??"
385,listing_1374810,"$3,000,000",322 W 57th Street #18NP,Condo,3 beds,2 baths,
386,listing_1374809,"$6,400,000",1021 Park Avenue #3C,Co-op,4 beds,5 baths,
387,listing_1374805,"$4,975,000",146 Chambers Street #PH,Condo,3 beds,2.5 baths,"1,926 ft??"
388,listing_1374799,"$1,595,000",460 West 42nd Street #52E,Condo,,1 bath,568 ft??
389,listing_1374798,"$3,280,000",460 West 42nd Street #52K,Condo,2 beds,2.5 baths,"1,266 ft??"
390,listing_1376491_featured,"$1,625,000",180 West 58th Street #5C,Co-op,2 beds,1.5 baths,"1,100 ft??"
391,listing_1364698_featured,"$4,995,000",100 Barclay Street #11Q,Condo,3 beds,3.5 baths,"2,063 ft??"
392,listing_1374797,"$2,500,000",340 East 64th Street #19L,Condo,2 beds,2.5 baths,
393,listing_1374795,"$5,915,000",460 West 42nd Street #PH4C,Condo,4 beds,3 baths,"2,135 ft??"
394,listing_1374796,"$1,125,000",100 West 12th Street #4C,Co-op,1 bed,1 bath,
395,listing_1374794,"$2,950,000",460 West 42nd Street #53B,Condo,2 beds,2 baths,"1,199 ft??"
396,listing_1374793,"$3,790,000",460 West 42nd Street #53C,Condo,2 beds,2.5 baths,"1,362 ft??"
397,listing_1374792,"$4,682,000",460 West 42nd Street #52B,Condo,3 beds,3 baths,"1,824 ft??"
398,listing_1374791,"$1,710,000",460 West 42nd Street #52L,Condo,1 bed,1 bath,701 ft??
399,listing_1374789,"$2,105,000",460 West 42nd Street #52M,Condo,1 bed,1.5 baths,845 ft??
400,listing_1374788,"$4,975,000",520 West 28th Street #8,Condo,2 beds,2.5 baths,"1,691 ft??"
401,listing_1374781,"$815,000",301 E 78th Street #2D,Co-op,1 bed,1 bath,
402,listing_1374777,"$2,465,000",15 Broad Street #2520,Condo,3 beds,2 baths,"1,777 ft??"
403,listing_1365765_featured,"$2,750,000",322 West 72nd Street #11B,Co-op,3 beds,3 baths,
404,listing_1377060_featured,"$2,650,000",111 Central Park North 6C #6C,Condo,2 beds,2.5 baths,"1,422 ft??"
405,listing_1374773,"$1,795,000",2280 Frederick Douglass #9B,Condo,3 beds,2.5 baths,"1,404 ft??"
406,listing_1374771,"$575,000",500 East 83rd Street #3M,Co-op,,1 bath,
407,listing_1374770,"$1,699,000",525 East 80th Street #5BB,Condo,3 beds,2 baths,"1,450 ft??"
408,listing_1374768,"$2,995,000",300 Central Park West #4C,Co-op,2 beds,3 baths,
409,listing_1374766,"$10,900,000",1 CPS #1301,Condo,3 beds,3.5 baths,"2,656 ft??"
410,listing_1374763,"$535,000",303 East 57th Street #19F,Co-op,2 beds,1.5 baths,"1,100 ft??"
411,listing_1374754,"$899,000",310 East 46th Street #12G,Condop,1 bed,1 bath,
412,listing_1374752,"$799,000",100 Beekman Street #27H,Co-op,1 bed,1 bath,
413,listing_1374729,"$1,498,000",16 West 19th Street #6E,Condo,1 bed,1 bath,904 ft??
414,listing_1374722,"$1,700,000",261 West 131st Street ,Multi-family,8 beds,4 baths,"2,499 ft??"
415,listing_1374716,"$750,000",315 East 12th Street #24,Co-op,2 beds,1 bath,
416,listing_1350028_featured,"$9,995,000",443 Greenwich Street #3G,Condo,3 beds,3.5 baths,"3,022 ft??"
417,listing_1362118_featured,"$1,500,000",535 East 86th Street #7E,Co-op,2 beds,2 baths,
418,listing_1374713,"$7,000,000",230 Central Park West #PH16K,Co-op,3 beds,3 baths,
419,listing_1374710,"$799,000",16 West 16th Street #10GS,Co-op,,1 bath,
420,listing_1374708,"$615,000",250 East 54th Street #16B,Condo,,1 bath,400 ft??
421,listing_1374704,"$750,000",101 Thompson Street #37,Co-op,1 bed,1 bath,
422,listing_1374692,"$1,350,000",80 Riverside Boulevard #11D,Condo,1 bed,1 bath,717 ft??
423,listing_1374686,"$2,995,000",860 Fifth Avenue #8C,Co-op,2 beds,2.5 baths,
424,listing_1374683,"$17,250,000",184 East 64th Street ,Building,11 beds,12+ baths,"10,560 ft??"
425,listing_1374674,"$4,250,000",845 United Nations Plaza #17B,Condo,2 beds,2.5 baths,"1,700 ft??"
426,listing_1374672,"$745,000",315 West 70th Street #16L,Co-op,1 bed,1 bath,950 ft??
427,listing_1374664,"$429,000",529 East 88th Street #4D,Co-op,1 bed,1 bath,575 ft??
428,listing_1374660,"$2,695,000",386 Columbus Avenue #7A,Condo,2 beds,2 baths,"1,304 ft??"
429,listing_1376344_featured,"$3,000,000",151 West 21st Street #1B,Condo,2 beds,2 baths,"1,225 ft??"
430,listing_1356606_featured,"$2,650,000",91 Leonard Street #5A,Condo,2 beds,2.5 baths,"1,483 ft??"
431,listing_1374659,"$2,088,800",120 Riverside Boulevard #9L,Condo,2 beds,2 baths,"1,300 ft??"
432,listing_1374655,"$1,275,000",77 Park Avenue #6H,Condo,2 beds,1.5 baths,850 ft??
433,listing_1374654,"$7,295,000",49 Chambers Street #12AB,Condo,4 beds,4 baths,"3,574 ft??"
434,listing_1374653,"$550,000",440 East 62nd Street #10G,Co-op,1 bed,1 bath,850 ft??
435,listing_1374652,"$3,880,000",502 Park Avenue #8G,Condo,2 beds,2 baths,"1,572 ft??"
436,listing_1374647,"$659,000",300 East 40th Street #23L,Condop,,1 bath,
437,listing_1374645,"$4,395,000",30 Warren Street #6C,Condo,3 beds,3.5 baths,"1,915 ft??"
438,listing_1374646,"$5,600,000",30 Warren Street #7B,Condo,3 beds,3.5 baths,"2,209 ft??"
439,listing_1374644,"$3,995,000",300 Central Park West #10A,Co-op,2 beds,2.5 baths,
440,listing_1374643,"$2,665,000",30 Warren Street #2B,Condo,2 beds,2.5 baths,"1,265 ft??"
441,listing_1374642,"$699,000",4260 Broadway #600,Condo,2 beds,1 bath,
442,listing_1171696_featured,"$5,985,000",152 Elizabeth Street #2E,Condo,2 beds,2.5 baths,"2,015 ft??"
443,listing_1345476_featured,"$699,000",2025 Broadway #24A,Co-op,1 bed,1 bath,735 ft??
444,listing_1378213,"$5,495,000",200 East 66th Street #E1104,Condo,3 beds,3 baths,"2,588 ft??"
445,listing_1378210,"$709,000",123 Washington Street #30C,Condo,,1 bath,394 ft??
446,listing_1378207,"$899,000",335 East 90th Street #1R,Co-op,1 bed,1.5 baths,
447,listing_1378206,"$790,000",500 West End Avenue #4A,Condo,1 bed,1 bath,715 ft??
448,listing_1378201,"$1,425,000",23 West 116th Street #8B,Condo,2 beds,2 baths,"1,107 ft??"
449,listing_1378202,"$1,342,500",875 West 181st Street #RSD,Co-op,2 beds,2 baths,"1,500 ft??"
450,listing_1378199,"$439,000",4 Lexington Avenue #7L,Co-op,,1 bath,400 ft??
451,listing_1378197,"$1,370,000",200 East 32nd Street #9E,Condo,1 bed,2 baths,988 ft??
452,listing_1378196,"$5,950,000",168 East 93rd Street ,Townhouse,4 beds,3.5 baths,"3,628 ft??"
453,listing_1378191,"$1,350,000",225 East 57th Street #18F,Co-op,2 beds,2 baths,"1,250 ft??"
454,listing_1378190,"$2,550,000",305 East 85th Street #6B,Condo,2 beds,2 baths,"1,295 ft??"
455,listing_1362664_featured,"$7,350,000",2 Park Place #33B,Condo,2 beds,2.5 baths,"2,548 ft??"
456,listing_1365262_featured,"$2,150,000",1095 Park Avenue #14A,Co-op,2 beds,2 baths,"1,564 ft??"
457,listing_1378183,"$2,599,000",247 W 46th Street #4203,Condo,2 beds,2.5 baths,"1,308 ft??"
458,listing_1378182,"$445,000",225 Bennett Avenue #2D,Co-op,1 bed,1 bath,725 ft??
459,listing_1378181,"$835,000",10 Park Avenue #18D,Co-op,1 bed,1 bath,
460,listing_1378180,"$3,600,000",471 West 140th Street ,Townhouse,8 beds,7 baths,"5,184 ft??"
461,listing_1378179,"$1,700,000",200 East 61st Street #23B,Condo,1 bed,2 baths,
462,listing_1378175,"$14,500,000",80 Columbus Circle #72,Condo,3 beds,3.5 baths,"2,413 ft??"
463,listing_1378174,"$950,000",135 East 54th Street #16F,Condo,1 bed,1 bath,500 ft??
464,listing_1378166,"$425,000",140 West 69th Street #75A,Co-op,,1 bath,
465,listing_1378163,"$499,700",513 West 135th Street #5A,Co-op,3 beds,1 bath,
466,listing_1378159,"$1,100,000",170 East 78th Street #10B,Co-op,1 bed,1 bath,970 ft??
467,listing_1378160,"$2,700,000",222 Riverside Drive #4A,Condo,2 beds,3 baths,"1,664 ft??"
